id,first_name,last_name,position,equipo
46395572,Ken,McBride,,Atlanta Hawks
46395573,Bob,Knight,,New York Knicks
46395574,Fred,Christ,,New York Knicks
46395575,Boris,Nachamkin,,Sacramento Kings
46395576,Phil,Martin,,Atlanta Hawks
46395577,Don,Anielak,,New York Knicks
46395578,Chuck,Mencel,,Los Angeles Lakers
46395579,Bob,Schafer,,Atlanta Hawks
46395580,Dick,Garmaker,,Los Angeles Lakers
46395581,Medford,Park,,Atlanta Hawks
46395582,Jack,Stephens,,Atlanta Hawks
46395583,Al,Ferrari,,Atlanta Hawks
46395584,Ed,Conlin,,Philadelphia 76ers
46395585,Ken,Sears,,New York Knicks
46395586,Larry,Hennessy,,Golden State Warriors
46395587,Walter,Devlin,,Detroit Pistons
46395588,Chuck,Noble,,Detroit Pistons
46395589,Jim,Loscutoff,,Boston Celtics
46395590,Tom,Gola,,Golden State Warriors
46395591,Dick,Hemric,,Boston Celtics
46395592,Walter,Dukes,,Detroit Pistons
46395593,Ed,Fleming,,Los Angeles Lakers
46395594,Dick,Ricketts,,Sacramento Kings
46395595,Chris,Harris,,Sacramento Kings
46395596,Maurice,Stokes,,Sacramento Kings
46395597,Richie,Regan,,Sacramento Kings
46395598,Jack,Twyman,,Sacramento Kings
46396093,Jesse,Arnelle,,Detroit Pistons
46396094,Richard,Atha,,New York Knicks
46396095,Johnny,Horan,,Los Angeles Lakers
46396096,James,Davis,,Sacramento Kings
46396097,Bob,Williams,,Los Angeles Lakers
46396098,Ron,Feiereisel,,Los Angeles Lakers
46396099,Don,Bielke,,Detroit Pistons
46396100,Bob,Santini,,New York Knicks
46396101,Cliff,Hagan,,Atlanta Hawks
46396102,Jim,Paxson,,Los Angeles Lakers
46396103,Bob,Leonard,,Los Angeles Lakers
46396104,Bill,Thieben,,Detroit Pistons
46396105,Dave,Piontek,,Sacramento Kings
46396106,Bob,Hopkins,,Philadelphia 76ers
46396107,Johnny,McCarthy,,Atlanta Hawks
46396108,Joe,Holup,,Detroit Pistons
46396109,Al,Bianchi,,Philadelphia 76ers
46396110,Bill,Russell,,Boston Celtics
46396111,Willie,Naulls,,New York Knicks
46396112,Bob,Burrow,,Sacramento Kings
46396113,Ron,Sobie,,New York Knicks
46396114,Richie,Guerin,,New York Knicks
46396115,Tom,Heinsohn,,Boston Celtics
46396610,John,Barber,,Atlanta Hawks
46396611,Lou,Tsioropoulos,,Boston Celtics
46396612,Phil,Jordon,,Sacramento Kings
46396613,Bob,Armstrong,,Golden State Warriors
46396614,Ron,Shavlik,,New York Knicks
46396615,Norm,Stewart,,Atlanta Hawks
46396616,Si,Green,,Washington Wizards
46396617,Gary,Bergen,,New York Knicks
46396618,Jim,Ray,,Philadelphia 76ers
46396619,Hal,Lear,,Golden State Warriors
46396620,Forest,Able,,Philadelphia 76ers
46397115,Pat,Dunn,,Golden State Warriors
46397116,Sam,Jones,,Boston Celtics
46397117,Woody,Sauldsberry,,Golden State Warriors
46397118,Guy,Sparrow,,New York Knicks
46397119,Larry,Friend,,New York Knicks
46397120,Jim,Krebs,,Los Angeles Lakers
46397121,Rod,Hundley,,Los Angeles Lakers
46397122,Charlie,Tyra,,New York Knicks
46397123,Brendan,McCann,,New York Knicks
46397124,Lennie,Rosenbluth,,Golden State Warriors
46397125,Bo,Erias,,Los Angeles Lakers
46397126,Win,Wilfong,,Sacramento Kings
46397127,Joel,Ingram,,Los Angeles Lakers
46397128,Dick,Duckett,,Sacramento Kings
46397129,Jim,Walsh,,Golden State Warriors
46397130,Bill,Ebben,,Detroit Pistons
46397131,Jerry,Paulson,,Sacramento Kings
46397132,Doug,Bolstorff,,Detroit Pistons
46397133,Worthy,Patterson,,Atlanta Hawks
46397134,George,Brown,,Los Angeles Lakers
46397629,Ray,Radziszewski,,Golden State Warriors
46397630,Hal,Greer,,Philadelphia 76ers
46397631,Hub,Reed,,Sacramento Kings
46397632,Elgin,Baylor,,Los Angeles Lakers
46397633,Connie,Dierking,,Sacramento Kings
46397634,Alexander,Ellis,,Los Angeles Lakers
46397635,Steve,Hamilton,,Los Angeles Lakers
46397636,Shellie,McMillon,,Detroit Pistons
46397637,Arlen,Bockhorn,,Sacramento Kings
46397638,K.C.,Jones,,Boston Celtics
46397639,Mike,Farmer,,Atlanta Hawks
46397640,Wayne,Embry,,Sacramento Kings
46397641,Bennie,Swain,,Boston Celtics
46397642,Pete,Brennan,,New York Knicks
46397643,Guy,Rodgers,,Golden State Warriors
46397644,Jim,Palmer,,New York Knicks
46397645,Archie,Dees,,Detroit Pistons
46397646,Andy,Johnson,,Golden State Warriors
46397647,Vern,Hatton,,Golden State Warriors
46397648,Jack,Parr,,Sacramento Kings
46397649,Larry,Staverman,,Sacramento Kings
46397650,Barney,Cable,,Philadelphia 76ers
46397651,Phil,Rollins,,Sacramento Kings
46397652,Jerry,Bird,,New York Knicks
46398147,Dave,Gambee,,Philadelphia 76ers
46398148,Tommy,Kearns,,Philadelphia 76ers
46398149,Johnny,Green,,New York Knicks
46398150,Rudy,LaRusso,,Los Angeles Lakers
46398151,Tom,Hawkins,,Los Angeles Lakers
46398152,William,Bell,,New York Knicks
46398153,Bailey,Howell,,Detroit Pistons
46398154,Bob,Ferry,,Detroit Pistons
46398155,Wilt,Chamberlain,,Golden State Warriors
46398156,Gene,Guarilia,,Boston Celtics
46398157,John,Richter,,Boston Celtics
46398158,Dick,Barnett,,New York Knicks
46398159,Gary,Alcorn,,Detroit Pistons
46398160,Tony,Windis,,Detroit Pistons
46398161,Joe,Ruklick,,Golden State Warriors
46398162,Nick,Mantis,,Washington Wizards
46398163,Bob,Anderegg,,New York Knicks
46398658,Cal,Ramsey,,New York Knicks
46398659,Wayne,Stevens,,Sacramento Kings
46398660,Bobby,Smith,,Los Angeles Lakers
46398661,Maury,King,,Washington Wizards
46398662,Jerry,West,,Los Angeles Lakers
46398663,George,Lee,,Detroit Pistons
46398664,Harvey,Halbrook,,Philadelphia 76ers
46398665,Bob,Boozer,,Sacramento Kings
46398666,Darrall,Imhoff,,Los Angeles Lakers
46398667,Bob,McNeill,,New York Knicks
46398668,Thomas,Sanders,,Boston Celtics
46398669,Dave,Budd,,New York Knicks
46398670,Oscar,Robertson,,Sacramento Kings
46398671,Joe,Roberts,,Philadelphia 76ers
46398672,Don,Ohl,,Detroit Pistons
46398673,Howie,Jolliff,,Los Angeles Lakers
46398674,Ralph,Davis,,Washington Wizards
46398675,Fred,LaCour,,Atlanta Hawks
46398676,Alvin,Attles,,Golden State Warriors
46398677,Willie,Jones,,Detroit Pistons
46398678,Lenny,Wilkens,,Atlanta Hawks
46398679,Jackie,Moreland,,Detroit Pistons
46398680,Ron,Johnson,,Los Angeles Lakers
46398681,William,Kennedy,,Golden State Warriors
46399176,Frank,Radovich,,Golden State Warriors
46399177,Lee,Shaffer,,Philadelphia 76ers
46399178,Bob,Sims,,Atlanta Hawks
46399179,Horace,Walker,,Washington Wizards
46399180,Ted,Luckenbill,,Golden State Warriors
46399181,York,Larese,,Golden State Warriors
46399182,Joe,Buckhalter,,Sacramento Kings
46399183,Adrian,Smith,,Sacramento Kings
46399184,Howie,Carl,,Washington Wizards
46399185,Walt,Bellamy,,Atlanta Hawks
46399186,Dick,Eichhorst,,Atlanta Hawks
46399187,Donnie,Butcher,,Detroit Pistons
46399188,Tom,Meschery,,Golden State Warriors
46399189,Wayne,Yates,,Los Angeles Lakers
46399190,Ray,Scott,,Detroit Pistons
46399191,Cleo,Hill,,Atlanta Hawks
46399192,Paul,Neumann,,Philadelphia 76ers
46399193,Ronald,Martin,,New York Knicks
46399194,Cleveland,Buckner,,New York Knicks
46399195,Bob,Wiesenhahn,,Sacramento Kings
46399196,Al,Butler,,New York Knicks
46399197,Dave,Zeller,,Sacramento Kings
46399198,Gary,Phillips,,Golden State Warriors
46399199,Robert,Nordmann,,Atlanta Hawks
46399200,Stacey,Arceneaux,,Atlanta Hawks
46399201,Johnny,Egan,,Washington Wizards
46399202,Sam,Stith,,New York Knicks
46399203,Jack,Turner,,Washington Wizards
46399698,George,Blaney,,New York Knicks
46399699,Bill,Smith,,New York Knicks
46399700,Doug,Kistler,,New York Knicks
46399701,Ron,Horn,,Los Angeles Lakers
46399702,Jimmy,Darrow,,Atlanta Hawks
46399703,Chuck,Osborne,,Philadelphia 76ers
46399704,Ed,Burton,,New York Knicks
46399705,George,H.,,Washington Wizards
46400200,Dave,DeBusschere,,Detroit Pistons
46400201,Dan,Swartz,,Boston Celtics
46400202,Enoch,Olsen,,Sacramento Kings
46400203,John,Barnhill,,Atlanta Hawks
46400204,Charles,Vaughn,,Atlanta Hawks
46400205,John,Havlicek,,Boston Celtics
46400206,Len,Chappell,,New York Knicks
46400207,Bill,Bridges,,Atlanta Hawks
46400208,Gene,Tormohlen,,Atlanta Hawks
46400209,John,Rudometkin,,New York Knicks
46400210,Ben,Warley,,Philadelphia 76ers
46400211,Bob,Duffy,,Detroit Pistons
46400212,Zelmo,Beaty,,Atlanta Hawks
46400213,Kevin,Loughery,,Washington Wizards
46400214,Charlie,Hardnett,,Washington Wizards
46400215,Johnny,Cox,,Washington Wizards
46400216,Don,Nelson,,Boston Celtics
46400217,Terry,Dischinger,,Detroit Pistons
46400218,Leroy,Ellis,,Los Angeles Lakers
46400219,Wayne,Hightower,,Golden State Warriors
46400220,Bill,McGill,,New York Knicks
46400221,Gene,Wiley,,Los Angeles Lakers
46400222,Chet,Walker,,Philadelphia 76ers
46400223,Tom,Stith,,New York Knicks
46400224,Jack,Foley,,New York Knicks
46400225,Hubie,White,,Golden State Warriors
46400226,Paul,Hogue,,New York Knicks
46400227,Porter,Meriwether,,Philadelphia 76ers
46400228,Mel,Nowell,,Washington Wizards
46400229,Dan,Tieman,,Sacramento Kings
46400724,Howie,Montgomery,,Golden State Warriors
46400725,Dave,Fedor,,Golden State Warriors
46400726,Jeff,Slade,,Washington Wizards
46400727,Danny,Doyle,,Detroit Pistons
46400728,Ralph,Wells,,Washington Wizards
46400729,Dave,Gunther,,Golden State Warriors
46400730,Gary,Hill,,Golden State Warriors
46400731,Rod,Thorn,,Oklahoma City Thunder
46400732,Don,Kojis,,Houston Rockets
46400733,Gus,Johnson,,Washington Wizards
46400734,Larry,Siegfried,,Boston Celtics
46400735,Nate,Thurmond,,Golden State Warriors
46400736,Reggie,Harding,,Detroit Pistons
46400737,Ken,Rohloff,,Atlanta Hawks
46400738,Gerry,Ward,,Chicago Bulls
46400739,Eddie,Miles,,Detroit Pistons
46400740,Jim,King,,Los Angeles Lakers
46400741,Art,Heyman,,New York Knicks
46400742,Tom,Hoover,,New York Knicks
46400743,Jay,Arnette,,Sacramento Kings
46400744,Jerry,Lucas,,Sacramento Kings
46400745,Tom,Thacker,,Sacramento Kings
46400746,Larry,Comley,,Washington Wizards
46400747,Mel,Gibson,,Los Angeles Lakers
46401242,Jerry,Greenspan,,Philadelphia 76ers
46401243,John,Windsor,,Golden State Warriors
46401244,Mel,Peterson,,Washington Wizards
46401245,Jerry,Harkness,,New York Knicks
46401246,Roger,Strickland,,Washington Wizards
46401247,Larry,Jones,,Philadelphia 76ers
46401248,Emmette,Bryant,,New York Knicks
46401249,Steve,Courtin,,Philadelphia 76ers
46401250,Lucious,Jackson,,Philadelphia 76ers
46401251,Barry,Kramer,,Golden State Warriors
46401252,John,Thompson,,Boston Celtics
46401253,George,Wilson,,Philadelphia 76ers
46401254,Happy,Hairston,,Los Angeles Lakers
46401255,Ron,Bonham,,Boston Celtics
46401256,Gary,Bradds,,Washington Wizards
46401257,Mel,Counts,,Los Angeles Lakers
46401258,Howard,Komives,,New York Knicks
46401259,Willis,Reed,,New York Knicks
46401260,Jim,Barnes,,Boston Celtics
46401261,Wali,Jones,,Philadelphia 76ers
46401262,Mccoy,McLemore,,Golden State Warriors
46401263,Bud,Koper,,Golden State Warriors
46401264,Charles,Nash,,Los Angeles Lakers
46401265,Walt,Hazzard,,Atlanta Hawks
46401266,Joe,Caldwell,,Atlanta Hawks
46401761,Jeff,Mullins,,Golden State Warriors
46401762,Les,Hunter,,Washington Wizards
46401763,Jerry,Grote,,Los Angeles Lakers
46402258,John,Tresvant,,Washington Wizards
46402259,Jim,Washington,,Atlanta Hawks
46402260,Dick,Van,,Phoenix Suns
46402261,John,Clemens,,Oklahoma City Thunder
46402262,Dave,Stallworth,,New York Knicks
46402263,Jerry,Sloan,,Chicago Bulls
46402264,Billy,Cunningham,,Philadelphia 76ers
46402265,Jon,McGlocklin,,Milwaukee Bucks
46402266,Bill,Buntin,,Detroit Pistons
46402267,Ron,Reed,,Detroit Pistons
46402268,Fred,Hetzel,,Golden State Warriors
46402269,Joe,Strawder,,Detroit Pistons
46402270,Tom,Van,,Sacramento Kings
46402271,Keith,Erickson,,Los Angeles Lakers
46402272,John,Fairchild,,Los Angeles Lakers
46402273,Gail,Goodrich,,Los Angeles Lakers
46402274,Bob,Warlick,,Golden State Warriors
46403263,Bob,Weiss,,Chicago Bulls
46403264,Jesse,Branson,,Philadelphia 76ers
46403265,Willie,Somerset,,Washington Wizards
46403266,Will,Frazier,,Golden State Warriors
46403267,Thales,McReynolds,,Washington Wizards
46403268,Ron,Watts,,Boston Celtics
46403269,John,Austin,,Washington Wizards
46403270,Matt,Guokas,,Philadelphia 76ers
46403271,Dorie,Murrey,,Oklahoma City Thunder
46403272,Clyde,Lee,,Golden State Warriors
46403273,Wayne,Molis,,New York Knicks
46403274,Henry,Akin,,New York Knicks
46403275,Neil,Johnson,,Phoenix Suns
46403276,Freddie,Crawford,,Los Angeles Lakers
46403277,Jerry,Chambers,,Phoenix Suns
46403278,Dave,Bing,,Detroit Pistons
46403279,Jack,Marin,,Washington Wizards
46403280,Dave,Schellhase,,Chicago Bulls
46403281,Archie,Clark,,Philadelphia 76ers
46403282,Joe,Ellis,,Golden State Warriors
46403283,Toby,Kimball,,Houston Rockets
46403284,Erwin,Mueller,,Detroit Pistons
46403285,Jim,Barnett,,Golden State Warriors
46403286,Cazzie,Russell,,New York Knicks
46403287,Bill,Melchionni,,Philadelphia 76ers
46403288,Jim,Ware,,Sacramento Kings
46403289,Freddie,Lewis,,Indiana Pacers
46403290,Tom,Kron,,Oklahoma City Thunder
46403291,Lou,Hudson,,Atlanta Hawks
46403292,Walt,Wesley,,Sacramento Kings
46403293,Flynn,Robinson,,Sacramento Kings
46403294,Dave,Deutsch,,New York Knicks
46403295,Dick,Snyder,,Oklahoma City Thunder
46403296,Bob,Hogsett,,Detroit Pistons
46403297,Hank,Finkel,,Boston Celtics
46403298,John,Block,,Houston Rockets
46403299,Stan,McKenzie,,Portland Trail Blazers
46403300,Rick,Weitzman,,Boston Celtics
46403301,Johnny,Jones,,Boston Celtics
46403302,Roland,West,,Washington Wizards
46403303,Mal,Graham,,Boston Celtics
46403304,Ed,Manning,,Washington Wizards
46403305,Jim,Fox,,Oklahoma City Thunder
46403306,Jimmy,Walker,,Detroit Pistons
46403307,Bill,Bradley,,New York Knicks
46403308,Bob,Love,,Chicago Bulls
46403309,Pat,Riley,,Los Angeles Lakers
46403310,Clem,Haskins,,Phoenix Suns
46403311,Arthur,Williams,,Boston Celtics
46403312,Bob,Rule,,Oklahoma City Thunder
46403313,Al,Tucker,,Oklahoma City Thunder
46403314,Craig,Spitzer,,Chicago Bulls
46403315,Charles,Acton,,Houston Rockets
46403316,Dennis,Hamilton,,Los Angeles Lakers
46403317,Cliff,Anderson,,Los Angeles Lakers
46403318,Bobby,Lewis,,Golden State Warriors
46403319,Bill,Turner,,Golden State Warriors
46403320,Dave,Lattin,,Phoenix Suns
46403321,Paul,Long,,Detroit Pistons
46403322,Nate,Bowman,,New York Knicks
46403817,Jim,Davis,,Atlanta Hawks
46403818,Lloyd,Dove,,Detroit Pistons
46403819,George,Patterson,,Detroit Pistons
46403820,George,Lehmann,,Atlanta Hawks
46403821,Bill,Dinwiddie,,Sacramento Kings
46403822,Tyrone,Britt,,Houston Rockets
46403823,Gary,Gray,,Sacramento Kings
46403824,John,Wetzel,,Atlanta Hawks
46403825,Plummer,Lott,,Oklahoma City Thunder
46403826,Tom,Workman,,Washington Wizards
46403827,Ron,Filipek,,Philadelphia 76ers
46403828,Nick,Jones,,Golden State Warriors
46403829,Jay,Miller,,Atlanta Hawks
46404324,Jim,Reid,,Philadelphia 76ers
46404325,Ken,Wilburn,,Chicago Bulls
46404326,Jim,Burns,,Chicago Bulls
46404327,Jim,Caldwell,,New York Knicks
46404328,Al,Jackson,,Sacramento Kings
46404329,George,Carter,,Detroit Pistons
46404330,Eldo,Garrett,,LA Clippers
46404331,Mike,Riordan,,Washington Wizards
46404332,Harry,Barnes,,Houston Rockets
46404333,Rich,Johnson,,Boston Celtics
46404334,Stu,Lantz,,Houston Rockets
46404335,Joe,Kennedy,,Oklahoma City Thunder
46404336,Bob,Quick,,Detroit Pistons
46404337,Rick,Roberson,,Los Angeles Lakers
46404338,Wilmer,Hosket,,New York Knicks
46404339,Mike,Lynn,,Los Angeles Lakers
46404340,Shaler,Halimon,,Portland Trail Blazers
46404341,Willie,McCarter,,Los Angeles Lakers
46404342,Johnny,Warren,,Cleveland Cavaliers
46404343,Connie,Hawkins,,Phoenix Suns
46404344,John,Trapp,,Houston Rockets
46404345,Zaid,Abdul-Aziz,,Houston Rockets
46404346,Rick,Adelman,,Portland Trail Blazers
46404347,Fred,Foster,,Philadelphia 76ers
46404348,Sam,Williams,,Milwaukee Bucks
46404349,Pat,Frink,,Sacramento Kings
46404350,Carlos,Ogden,,Philadelphia 76ers
46404351,Gary,Gregor,,Portland Trail Blazers
46404352,Bob,Portman,,Golden State Warriors
46404353,Tom,Boerwinkle,,Chicago Bulls
46404354,Bill,Hewitt,,Detroit Pistons
46404355,Greg,Smith,,Milwaukee Bucks
46404356,Art,Harris,,Phoenix Suns
46404357,Dick,Cunningham,,Milwaukee Bucks
46404358,Al,Hairston,,Oklahoma City Thunder
46404359,Bernie,Williams,,Houston Rockets
46404360,Otto,Moore,,Detroit Pistons
46404361,Dale,Schlueter,,Portland Trail Blazers
46404362,Dave,Newmark,,Chicago Bulls
46404363,Loy,Petersen,,Chicago Bulls
46404364,Bob,Greacen,,Milwaukee Bucks
46404365,Steve,Kuberski,,Boston Celtics
46404366,Butch,Beard,,New York Knicks
46404367,Lamar,Green,,Phoenix Suns
46404368,Lee,Winfield,,Oklahoma City Thunder
46404369,Barry,Orms,,Washington Wizards
46404370,Lucius,Allen,,Milwaukee Bucks
46404371,Don,May,,Atlanta Hawks
46404372,Ron,Williams,,Golden State Warriors
46404373,Neal,Walk,,Phoenix Suns
46404374,Jay,Carty,,Los Angeles Lakers
46404375,Wally,Anderzunas,,Sacramento Kings
46404376,Norm,Van,,Chicago Bulls
46404377,Bob,Kauffman,,LA Clippers
46404378,Brian,Heaney,,Washington Wizards
46404379,Fred,Carter,,Philadelphia 76ers
46404380,Rich,Niemann,,Milwaukee Bucks
46404381,Bob,Allen,,Golden State Warriors
46404382,Skip,Harlicka,,Atlanta Hawks
46404877,Luke,Rackley,,Cleveland Cavaliers
46404878,Mike,Davis,,LA Clippers
46404879,Herm,Gilliam,,Atlanta Hawks
46404880,Grady,O'Malley,,Atlanta Hawks
46404881,Craig,Raymond,,Philadelphia 76ers
46405376,George,Reynolds,,Detroit Pistons
46405377,Charlie,Paulk,,Sacramento Kings
46405378,Doug,Sims,,Sacramento Kings
46405379,John,Arthurs,,Milwaukee Bucks
46405380,Dwight,Waller,,Atlanta Hawks
46405381,Ed,Biedenbach,,Phoenix Suns
46405382,Rod,Knowles,,Phoenix Suns
46405383,Cliff,Williams,,Detroit Pistons
46405384,Dave,Scholz,,Philadelphia 76ers
46405385,Johnny,Baum,,Chicago Bulls
46405386,Bobby,Washington,,Cleveland Cavaliers
46405387,Geoff,Petrie,,Portland Trail Blazers
46405388,Jim,McMillian,,Los Angeles Lakers
46405389,Dean,Meminger,,New York Knicks
46405390,Dave,Sorenson,,Cleveland Cavaliers
46405391,John,Vallely,,Atlanta Hawks
46405392,Ron,Knight,,Portland Trail Blazers
46405393,Larry,Mikan,,Cleveland Cavaliers
46405394,Eddie,Mast,,New York Knicks
46405395,Jeff,Webb,,Milwaukee Bucks
46405396,Rich,Rinaldi,,Washington Wizards
46405397,Curtis,Rowe,,Detroit Pistons
46405398,Joe,Cooke,,Cleveland Cavaliers
46405399,George,Johnson,,Houston Rockets
46405400,Gary,Zeller,,Washington Wizards
46405401,John,Hummer,,LA Clippers
46405402,Marv,Winkler,,Milwaukee Bucks
46405403,Isaiah,Wilson,,Detroit Pistons
46405404,Pete,Cross,,Oklahoma City Thunder
46405405,Greg,Howard,,Cleveland Cavaliers
46405406,Tom,Payne,,Atlanta Hawks
46405407,Jake,Ford,,Oklahoma City Thunder
46405408,Dave,Wohl,,Houston Rockets
46405409,Nate,Williams,,Sacramento Kings
46405410,Jim,Marsh,,Portland Trail Blazers
46405411,Al,Henry,,Philadelphia 76ers
46405412,Jimmy,Collins,,Chicago Bulls
46405413,Harvey,Marlatt,,Detroit Pistons
46405414,Mike,Price,,New York Knicks
46405415,Clarence,Glover,,Boston Celtics
46405416,Stan,Love,,Washington Wizards
46405417,Terry,Driscoll,,Milwaukee Bucks
46405418,Joe,Thomas,,Phoenix Suns
46405419,Fred,Taylor,,Phoenix Suns
46405420,Don,Adams,,Detroit Pistons
46405421,Cornell,Warner,,Milwaukee Bucks
46405422,Dick,Gibbs,,LA Clippers
46405423,Fred,Hilton,,LA Clippers
46405424,Rex,Morgan,,Boston Celtics
46405425,Charlie,Yelverton,,Portland Trail Blazers
46405426,Levi,Fontaine,,Golden State Warriors
46405427,George,Trapp,,Detroit Pistons
46405428,Tom,Black,,Oklahoma City Thunder
46405429,Paul,Ruffner,,LA Clippers
46405430,Gary,Freeman,,Milwaukee Bucks
46405431,Ernie,Killum,,Los Angeles Lakers
46405432,Garfield,Smith,,Boston Celtics
46405433,Jeff,Halliburton,,Atlanta Hawks
46405434,Greg,Fillmore,,New York Knicks
46405435,Jim,McDaniels,,Oklahoma City Thunder
46405436,Thomas,Barr,,Sacramento Kings
46405437,Curtis,Perry,,Phoenix Suns
46405438,Cliff,Meely,,Houston Rockets
46405439,Willie,Williams,,Boston Celtics
46405440,Walt,Gilmore,,Portland Trail Blazers
46405441,Bob,Christian,,Atlanta Hawks
46405442,Greg,Hyder,,Sacramento Kings
46405443,Willie,Norwood,,Detroit Pistons
46405444,Jackie,Dinkins,,Chicago Bulls
46405445,Bob,Arnzen,,Sacramento Kings
46405446,Gil,McGregor,,Sacramento Kings
46405447,Steve,Patterson,,Cleveland Cavaliers
46405448,Barry,Nelson,,Milwaukee Bucks
46405449,Kenny,McIntosh,,Oklahoma City Thunder
46405450,Chuck,Lowery,,Milwaukee Bucks
46405451,Elmore,Smith,,Los Angeles Lakers
46405452,Howard,Porter,,Detroit Pistons
46405453,Dennis,Layton,,Phoenix Suns
46405454,Herb,White,,Atlanta Hawks
46405455,Claude,English,,Portland Trail Blazers
46405456,Mike,Silliman,,LA Clippers
46405457,Barry,Yates,,Philadelphia 76ers
46405458,Vic,Bartolome,,Golden State Warriors
46405459,Odis,Allison,,Golden State Warriors
46405460,Ralph,Ogden,,Golden State Warriors
46405955,Milt,Williams,,Oklahoma City Thunder
46405956,Charlie,Davis,,Portland Trail Blazers
46405957,Bill,Zopf,,Milwaukee Bucks
46405958,Ken,Durrett,,Sacramento Kings
46405959,Jackie,Ridgle,,Cleveland Cavaliers
46406454,Gary,Suiter,,Cleveland Cavaliers
46406455,Sid,Catlett,,Sacramento Kings
46406456,Bob,Riley,,Atlanta Hawks
46406457,Jake,Jones,,Sacramento Kings
46406458,Bill,Smith,,Portland Trail Blazers
46406459,Alvin,Holt,,Chicago Bulls
46406460,Bill,Stricker,,Portland Trail Blazers
46406955,Dennis,Stewart,,Washington Wizards
46406956,Edward,Davis,,Milwaukee Bucks
46406957,Paul,McCracken,,Houston Rockets
46406958,Fred,Boyd,,Philadelphia 76ers
46406959,Phil,Hankinson,,Boston Celtics
46406960,Russell,Lee,,Milwaukee Bucks
46406961,Bernie,Fryer,,Portland Trail Blazers
46406962,Isaac,Stallworth,,Utah Jazz
